model_id,model_steps,env_name,ep_steps,ep_return
AirRaid,5014400,AirRaidNoFrameskip-v4,2144,3650
AirRaid,5014400,AirRaidNoFrameskip-v4,2003,3150
AirRaid,5014400,AirRaidNoFrameskip-v4,2710,4425
AirRaid,5014400,AirRaidNoFrameskip-v4,2710,4425
AirRaid,5014400,AirRaidNoFrameskip-v4,2074,3775
AirRaid,5014400,AirRaidNoFrameskip-v4,2003,3150
AirRaid,5014400,AirRaidNoFrameskip-v4,1598,2675
AirRaid,5014400,AirRaidNoFrameskip-v4,2194,4275
AirRaid,5014400,AirRaidNoFrameskip-v4,1798,3125
AirRaid,5014400,AirRaidNoFrameskip-v4,2279,4275
AirRaid,5014400,AirRaidNoFrameskip-v4,1528,1575
AirRaid,5014400,AirRaidNoFrameskip-v4,1680,3150
AirRaid,5014400,AirRaidNoFrameskip-v4,929,1625
AirRaid,5014400,AirRaidNoFrameskip-v4,1790,3625
AirRaid,5014400,AirRaidNoFrameskip-v4,2358,4875
AirRaid,5014400,AirRaidNoFrameskip-v4,1798,3125
AirRaid,5014400,AirRaidNoFrameskip-v4,2358,4875
AirRaid,5014400,AirRaidNoFrameskip-v4,1334,1700
AirRaid,5014400,AirRaidNoFrameskip-v4,1726,3575
AirRaid,5014400,AirRaidNoFrameskip-v4,1964,3150
AirRaid,5014400,AirRaidNoFrameskip-v4,2144,3650
AirRaid,5014400,AirRaidNoFrameskip-v4,1785,3200
AirRaid,5014400,AirRaidNoFrameskip-v4,2513,4900
AirRaid,5014400,AirRaidNoFrameskip-v4,1964,3150
AirRaid,5014400,AirRaidNoFrameskip-v4,1334,1700
AirRaid,5014400,AirRaidNoFrameskip-v4,2194,4275
AirRaid,5014400,AirRaidNoFrameskip-v4,1528,1575
AirRaid,5014400,AirRaidNoFrameskip-v4,2144,3650
AirRaid,5014400,AirRaidNoFrameskip-v4,1790,3625
AirRaid,5014400,AirRaidNoFrameskip-v4,1512,2150
AirRaid,5014400,AirRaidNoFrameskip-v4,1962,3825
AirRaid,5014400,AirRaidNoFrameskip-v4,1962,3825
